date; time; TempVasca1; TempVasca2; TempVasca3; TempVasca4; TempFrigo; TAVasca1; TAVasca2; TAVasca3; TAVasca4; PressioneV1; PressioneV2; PressioneV3; PressioneV4; Compressore1; Compressore2; EV0; EV1; EV2; EV3; EV4
2016/04/29; 16:25:08; 0.0; 0.0; 0.0; 0.0; 0.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:25:18; 7.4; 3.8; 2.4; 4.5; 19.9; 0; 0; 0; 1; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:25:28; 7.4; 3.8; 2.4; 4.6; 20.0; 1; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:25:39; 7.4; 3.8; 2.4; 4.6; 19.9; 59; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:25:49; 7.4; 3.9; 2.4; 4.6; 19.9; 59; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:25:59; 7.3; 3.9; 2.5; 4.6; 19.9; 58; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:26:09; 7.3; 3.9; 2.5; 4.6; 19.9; 59; 60; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:26:19; 7.3; 3.9; 2.4; 4.6; 19.9; 59; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:26:30; 7.2; 3.9; 2.4; 4.5; 19.9; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:26:40; 7.2; 3.9; 2.4; 4.5; 19.9; 58; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:26:50; 7.2; 3.9; 2.4; 4.5; 19.9; 59; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:27:00; 7.2; 3.9; 2.4; 4.5; 19.9; 59; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:27:10; 7.2; 3.9; 2.5; 4.5; 19.8; 59; 60; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
