date; time; TempVasca1; TempVasca2; TempVasca3; TempVasca4; TempFrigo; TAVasca1; TAVasca2; TAVasca3; TAVasca4; PressioneV1; PressioneV2; PressioneV3; PressioneV4; Compressore1; Compressore2; EV0; EV1; EV2; EV3; EV4
2016/04/29; 17:07:47; -2.1; -2.5; -2.7; -1.8; 20.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:07:57; -2.1; -2.5; -2.7; -1.8; 20.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:07; -2.1; -2.5; -2.7; -1.8; 20.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:17; -2.2; -2.5; -2.7; -1.7; 20.0; 59; 60; 58; 53; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:28; -2.2; -2.5; -2.7; -1.8; 20.1; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:38; -2.2; -2.5; -2.7; -1.8; 20.1; 58; 58; 59; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:48; -2.2; -2.5; -2.7; -1.8; 20.2; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:08:58; -2.2; -2.6; -2.8; -1.8; 20.2; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:08; -2.2; -2.6; -2.8; -1.8; 20.2; 58; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:18; -2.2; -2.6; -2.7; -1.8; 20.3; 57; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:29; -2.2; -2.5; -2.7; -1.8; 20.3; 57; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:39; -2.2; -2.6; -2.7; -1.8; 20.3; 58; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:49; -2.2; -2.6; -2.7; -1.8; 20.3; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:09:59; -2.2; -2.6; -2.7; -1.8; 20.4; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 17:10:09; -2.2; -2.6; -2.7; -1.8; 20.4; 57; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
