date; time; TempVasca1; TempVasca2; TempVasca3; TempVasca4; TempFrigo; TAVasca1; TAVasca2; TAVasca3; TAVasca4; PressioneV1; PressioneV2; PressioneV3; PressioneV4; Compressore1; Compressore2; EV0; EV1; EV2; EV3; EV4
2016/04/30; 09:18:05; 9.1; 14.0; 14.2; 11.6; 15.3; 1; 1; 1; 1; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:18:15; 9.1; 14.0; 14.2; 11.6; 15.3; 1; 1; 1; 2; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:18:25; 9.2; 14.1; 14.2; 11.6; 15.3; 1; 1; 2; 2; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:18:35; 9.2; 14.0; 14.2; 11.6; 15.3; 63; 65; 64; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:18:46; 9.2; 14.0; 14.2; 11.6; 15.3; 63; 64; 63; 60; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:18:56; 9.1; 14.0; 14.2; 11.6; 15.3; 62; 64; 63; 60; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:06; 9.2; 14.0; 14.2; 11.6; 15.3; 63; 63; 62; 59; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:16; 9.2; 14.1; 14.2; 11.7; 15.3; 63; 62; 62; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:26; 9.2; 14.1; 14.3; 11.7; 15.3; 62; 63; 62; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:36; 9.3; 14.1; 14.3; 11.7; 15.3; 62; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:47; 9.3; 14.1; 14.3; 11.7; 15.3; 61; 62; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:19:57; 9.4; 14.2; 14.3; 11.8; 15.3; 61; 63; 62; 59; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:07; 9.4; 14.2; 14.4; 11.8; 15.3; 62; 62; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:17; 9.5; 14.2; 14.4; 11.8; 15.3; 62; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:27; 9.5; 14.2; 14.4; 11.9; 15.3; 61; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:37; 9.5; 14.3; 14.4; 11.9; 15.3; 61; 62; 62; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:47; 9.6; 14.2; 14.5; 11.9; 15.3; 61; 62; 62; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:20:58; 9.6; 14.3; 14.5; 12.0; 15.3; 62; 61; 62; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:08; 9.6; 14.3; 14.5; 12.0; 15.3; 62; 62; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:18; 9.7; 14.3; 14.5; 12.1; 15.3; 62; 61; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:28; 9.7; 14.3; 14.5; 12.1; 15.3; 61; 60; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:38; 9.7; 14.3; 14.5; 12.1; 15.3; 60; 60; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:49; 9.7; 14.4; 14.6; 12.1; 15.3; 60; 61; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:21:59; 9.8; 14.4; 14.6; 12.2; 15.3; 60; 61; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:22:09; 9.8; 14.3; 14.6; 12.2; 15.3; 59; 61; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:22:19; 9.8; 14.4; 14.6; 12.2; 15.2; 59; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:22:29; 9.8; 14.3; 14.6; 12.2; 15.3; 59; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:22:39; 9.7; 14.3; 14.5; 12.1; 15.2; 60; 61; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:22:50; 9.7; 14.3; 14.4; 12.1; 15.2; 60; 61; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:00; 9.7; 14.1; 14.3; 12.0; 15.2; 60; 61; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:10; 9.6; 13.9; 14.1; 11.8; 15.2; 60; 62; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:20; 9.5; 13.7; 13.9; 11.7; 15.1; 61; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:30; 9.4; 13.5; 13.7; 11.5; 15.1; 61; 61; 61; 58; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:41; 9.3; 13.3; 13.5; 11.3; 15.1; 61; 61; 61; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:23:51; 9.1; 13.0; 13.2; 11.1; 15.0; 60; 61; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:24:01; 9.0; 12.8; 13.0; 10.9; 15.0; 60; 60; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:24:11; 8.9; 12.6; 12.7; 10.7; 14.9; 60; 60; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/30; 09:24:21; 8.8; 12.3; 12.5; 10.5; 14.9; 60; 60; 60; 57; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
