date; time; TempVasca1; TempVasca2; TempVasca3; TempVasca4; TempFrigo; TAVasca1; TAVasca2; TAVasca3; TAVasca4; PressioneV1; PressioneV2; PressioneV3; PressioneV4; Compressore1; Compressore2; EV0; EV1; EV2; EV3; EV4
2016/04/29; 16:54:00; 0.0; 0.0; 0.0; 0.0; 0.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:54:10; 0.1; 0.0; -1.6; -1.2; 19.2; 0; 0; 0; 3; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:54:20; 0.2; 0.0; -1.4; -1.1; 19.3; 0; 0; 0; 1; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:54:30; 0.2; 0.0; -1.2; -0.9; 19.3; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:54:40; 0.2; 0.0; -1.0; -0.7; 19.3; 59; 59; 2; 16; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:54:51; 0.2; 0.0; -0.8; -0.6; 19.4; 57; 58; 58; 46; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:01; 0.2; 0.0; -0.4; -0.5; 19.4; 57; 59; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:11; 0.2; 0.0; -0.3; -0.5; 19.4; 58; 58; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:21; 0.2; -0.1; -0.4; -0.6; 19.5; 57; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:31; 0.3; -0.1; -0.5; -0.6; 19.5; 57; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:42; 0.2; -0.2; -0.7; -0.7; 19.5; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:55:52; 0.2; -0.2; -0.8; -0.7; 19.6; 59; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:02; 0.2; -0.3; -0.9; -0.7; 19.6; 58; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:12; 0.3; -0.3; -1.1; -0.7; 19.7; 57; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:22; 0.3; -0.3; -1.2; -0.7; 19.7; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:32; 0.3; -0.3; -1.2; -0.7; 19.7; 57; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:43; 0.3; -0.2; -1.3; -0.7; 19.8; 57; 58; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:56:53; 0.3; -0.2; -1.4; -0.7; 19.8; 58; 59; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:03; 0.4; -0.2; -1.4; -0.6; 19.8; 58; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:13; 0.4; -0.2; -1.4; -0.6; 19.8; 58; 58; 59; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:23; 0.4; -0.1; -1.5; -0.5; 19.8; 57; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:34; 0.5; -0.1; -1.5; -0.5; 19.8; 57; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:44; 0.5; 0.0; -1.5; -0.4; 19.9; 57; 57; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:57:54; 0.6; 0.0; -1.5; -0.3; 19.9; 58; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:04; 0.6; 0.0; -1.5; -0.3; 19.9; 58; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:14; 0.7; 0.1; -1.6; -0.2; 19.9; 58; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:24; 0.7; 0.2; -1.6; -0.1; 19.9; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:35; 0.8; 0.2; -1.6; -0.1; 19.9; 58; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:45; 0.8; 0.2; -1.6; 0.0; 20.0; 59; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:58:55; 0.7; 0.2; -1.6; 0.0; 20.0; 59; 59; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:05; 0.7; 0.2; -1.6; 0.0; 20.0; 58; 59; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:15; 0.7; 0.1; -1.6; 0.0; 20.0; 58; 60; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:25; 0.6; 0.0; -1.7; 0.0; 20.0; 58; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:36; 0.6; -0.1; -1.7; -0.1; 20.0; 58; 59; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:46; 0.5; -0.2; -1.7; -0.1; 20.0; 58; 59; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 16:59:56; 0.4; -0.3; -1.7; -0.2; 20.0; 58; 60; 58; 56; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
