date; time; TempVasca1; TempVasca2; TempVasca3; TempVasca4; TempFrigo; TAVasca1; TAVasca2; TAVasca3; TAVasca4; PressioneV1; PressioneV2; PressioneV3; PressioneV4; Compressore1; Compressore2; EV0; EV1; EV2; EV3; EV4
2016/04/29; 15:04:59; 0.0; 0.0; 0.0; 0.0; 0.0; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:05:09; -5.2; -4.5; 0.3; -2.5; 27.8; 0; 0; 0; 2; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:05:19; -5.2; -4.5; 0.2; -2.5; 27.8; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:05:29; -5.2; -4.5; 0.2; -2.5; 27.8; 0; 0; 0; 0; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:05:40; -5.2; -4.6; 0.2; -2.5; 27.8; 56; 57; 58; 27; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:05:50; -5.2; -4.6; 0.2; -2.5; 27.8; 57; 57; 58; 48; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:00; -5.2; -4.5; 0.2; -2.5; 27.8; 58; 57; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:10; -5.2; -4.5; 0.2; -2.5; 27.8; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:20; -5.2; -4.5; 0.2; -2.5; 27.8; 58; 58; 58; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:30; -5.1; -4.4; 0.2; -2.5; 27.8; 58; 58; 59; 54; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:41; -5.1; -4.4; 0.2; -2.4; 27.8; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:06:51; -5.1; -4.3; 0.2; -2.4; 27.8; 58; 57; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:01; -5.0; -4.3; 0.2; -2.4; 27.8; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:11; -5.0; -4.2; 0.2; -2.3; 27.9; 57; 57; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:21; -4.9; -4.1; 0.3; -2.3; 27.9; 58; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:32; -4.9; -4.0; 0.3; -2.2; 27.9; 57; 58; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:42; -4.8; -3.9; 0.4; -2.1; 27.9; 57; 58; 59; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
2016/04/29; 15:07:52; -4.7; -3.8; 0.4; -2.0; 27.9; 57; 57; 58; 55; 0.00; 0.00; 0.00; 0.00; 0; 0; 0; 0; 0; 0; 0
